Date,Age,Life Event,Unnamed: 3,PredictedLabel,PredictedTheme
1970’s,20-30,Became more accomplished as a chef and worked for many well-known restaurants and country clubs. Joined local chefs association where he helped set up training classes for aspiring chefs. Helped organize local crime prevention and neighborhood watch association,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1970’s,20-30,"Began renting space at the local flea-market where he sold oddities, antiques, and artifacts. Became open about his homosexuality",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1981,32,"Quit work as a cook and begin to work full time at his shop, which he named 'Bob’s Bazaar Bizarre'.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1982,33,"Became seriously emotionally involved with an unstable Vietnam veteran, however, the relationship did not last long. Began picking up young male prostitutes.  He would become a friend with many of them, often allowing them to live with him in exchange for helping with housework. He tried to get many of them to quit prostituting and get their lives in order.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
1984,35,"Began hanging out with 19-year-old Jerry Howell, one of the young prostitutes.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
07-04-1985,35,"Drugged Howell with animal tranquilizers. Bound and gagged him to a bed and sodomized him repeatedly. During this time, and subsequent crimes he took numerous pictures and kept a detailed log.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
07-06-1984,35,"Howell died from asphyxiation. Berdella hung Howell upside down in his basement and cut slits in the body in order to drain the blood.  He then dismembered the body, put the pieces in trash bags, and left them on his curb. Garbage men then unwittingly took the trash to the dump never to be found again.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
04-10-1985,36,"Allowed an acquaintance, Robert Sheldon to stay at his house for a couple of days. Injected him with drugs with the intention of 'keeping him' like he did to Howell.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
04-11-1985,36,Decided not to 'keep' Sheldon and took him to the doctor because Sheldon was complaining of soreness from the drugs.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
04-12-1985,36,Sheldon got drunk and Berdella again decided to 'keep' him. He then drugged him with sedatives and tranquilizers and then bound and gagged him as he had done with Howell. He then sodomized and tortured him repeatedly for days.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
04-15-1985,36,"A workman arrived to do some roofing work for Berdella. Berdella then suffocated Sheldon with a plastic bag so that the workman would not hear him. He then placed the body in his bathtub and made incisions to allow the blood to drain. He then dismembered and disposed of the body as he had done with Howell, except this time he kept the head and buried it in his backyard.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1985,36,Met Mark Wallace after he had helped with some yard work for him.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
06-22-1985,36,Berdella found Wallace in his tool shed seeking shelter from a violent storm. He invited Wallace inside and drugged him.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
06-23-1985,36,Berdella tortured and sodomized Wallace for several hours until he died from asphyxiation. Berdella then disposed of the body as he had done before.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
09-26-1985,36,"Picked up an acquaintance, James Ferris, at a gay bar and took him back to his house.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
09-27-1985,36,"He then drugged, bound, and tortured Ferris as he had with the others until he died from asphyxiation. He disposed of the body as he had before.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
06-17-1986,37,Met a male prostitute he had known for a couple years named Todd Stoops and invited him back to his house. He then drugged and tortured him for weeks.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
07-01-1986,37,Stoops died from blood loss as a result of the torture. Berdella disposed of the body as had the others.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
06-05-1987,38,"Bailed a friend, Larry Pearson, out of jail and invited him to live with him.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
06-23-1987,38,Drugged and tortured Pearson in his basement for 6 weeks.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
08-05-1987,38,"Berdella went to the hospital after Pearson had bit his penis. Berdella was told that he would have to stay in the hospital for a couple days. Before his stay, he went home and suffocated Pearson with a plastic bag.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
07-07-1987,38,Returned home from the hospital and disposed of Pearson’s body. He kept his head and buried it in the backyard. He also removed Sheldon’s previously buried skull and put it on display in his house.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
03-29-1988,39,"Picked up a 22 year-old male prostitute, Chris Bryson, and took him back to his house. He drugged and tortured him as he had done with the others for 5 days.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
04-02-1988,39,"While Berdella was at work, Bryson freed himself by burning through the ropes that bound him, and jumping out of the second story window.  Bryson then ran to a neighbor’s house wearing nothing but a dog collar around his neck. Police began to care for Bryson and listen to his story of repeated torture when Berdella arrived home.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
Apr 2-4,39 or 40,"Police searched Berdella’s house and found his torture logs and pictures. Berdella was arraigned on seven counts of sodomy, one count of felonious restraint and one count of first degree assault. Initially, bail was set at $500,000.",,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
Apr 5-Sep 13,39 or 40,Bail was revoked when an officer testified that one of the men in the photographs from Berdella’s house appeared to be dead. Berdella remained in jail while police found more evidence of his crimes; this included digging up his backyard where they found Pearson’s partially decayed skull.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
Dec 13-15,39 or 40,Berdella confesses to investigators to his crimes in vivid detail.,,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
12-19-1988,39 or 40,"Berdella pled guilty to 1st degree murder in the death of victim Robert Sheldon and to 4 counts of 2nd degree murder involving additional male victims. Berdella confesses in court and is sent to the state penitentiary in Jefferson City, Missouri for the rest of his life. He also announces that he has set up a trust fund in the amount of $50,000 for the families of his victims.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
Jan. 1992,42,"Todd Stoops’ mother wins wrongful death civil suit against Berdella, and is awarded a record $5 billion. Because Berdella can’t pay this amount, Stoops’ mother would have a claim on any future earnings Berdella might make.","Todd Stoops’ mother wins wrongful death civil suit against Berdella, and is awarded a record $5 billion. Because Berdella can’t pay this amount, Stoops’ mother would have a claim on any future earnings Berdella might make.",7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
10-08-1992,43,Berdella dies in prison from a heart attack.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
