Heading,Value
Living with,By himself and sometime with a friend in California who recognized the artist sketches of him
Triad,
Animal torture,No evidence of this
Fire setting,No
Bed wetting,No
Killer Psychological Information,
Abused drugs?,"Yes, started with weed and progressed to cocaine. At first he snorted cocaine, but eventually started to inject it. Once even breaking the needle off in his arm."
Abused alcohol?,Yes
Been to a psychologist?,Not until after the crimes while in jail. However he didn’t want to plead insanity.
Time in forensic hospital?,Not specified
Diagnosis,No noted diagnosis of mental or physical disorders. However since he was a child he suffered from seizures.
Killer Criminal History,
Committed previous crimes?,"Breaking and entering, misdemeanor theft, possession, and stealing cars, which were generally Datsuns or Toyotas because he had the master key."
Spend time in jail?,"Texas Youth Camp for Juvenile Delinquents for truancy. Was arrested once in Pasadena in 1981 and in Los Angeles in 1984 for auto theft.  Because of his prior criminal record he was one of the first to be identified using a DNA 
database."
Spend time in prison?,Not noted
Killed prior to series?  Age?,There is no evidence that would tie him to a murder before the series.
Serial Killing,
Number of victims,Convicted of 13
Victim type,Varied
Killer age at start of series,24
Date of first kill in series,"June 28, 1984"
Date of final kill in series,8/24/1985
Gender of victims,Showed no gender preference however men were generally killed immediately upon entrance into home and women were abused and tortured
Race of victims,Showed no race preference
Age of victims,Showed no age preference
Type of victim,"Family, single women, elderly, no particular preference however most victims lived in either brown or white stucco homes similar to his childhood home"
Method of killing,"Some victims were shot, others were beaten to death"
Weapon,"Gun, knifes, tire iron, and hammer"
Was gun used?,Sometimes
Type,".22 revolver, .25 automatic"
Did killer have a partner?,No
Type of serial killer,"Hedonists: disorganized lust and thrill killer , however with some victims he used a more mixed disorganized and 
organized approach"
How close did killer live?,Some victims were at walking distance others he drove to them in stolen vehicles
Location of first contact,Victim’s home
Location of killing,All were in victim’s home except Veronica Yu-She was shot in her car at an intersection.
Killing occurred in home of victim?,Yes
Killing occurred in home of killer?,No
Victim abducted or killed at contact?,Killed at contact
Behavior During Crimes,
Rape?,Yes
Tortured victims?,Yes
Stalked victims?,Followed one-Veronica Yu off of a freeway before shooting her.
Overkill?,Yes
Quick & efficient?,"Sometimes, particularly with the men"
Used blindfold?,No
Bound the victims?,Yes
After Death Behavior,
Sex with the body?,Sometimes
Mutilated body?,Sometimes
Ate part of the body?,No
Drank victim’s blood?,No
Posed the body?,"No, however some victims had satanic markings on them or in the room where the murder happened"
Took totem – body part,No
Took totem – personal item,No
Robbed victim or location,Generally took anything valuable from the home to pawn
Disposal of Body,
"Left at scene, no attempt to hide",Yes
"Left at scene, hidden",No
"Left at scene, buried",No
"Moved, no attempt to hide",No
"Moved, buried",No
Cut-op and disposed of,No
"Moved, too home",No
Date killer arrested,8/31/1985
Date convicted,"Convicted on September 20, 1989 and Sentenced on November 7, 1989"
Sentence,"Death, in gas chamber"
Killer executed?,Not yet
Did killer plead NGRI?,No
Name and state of prison,"San Quentin State Prison, California"
Killer committed suicide?,No
Killer killed in prison?,No
"References 
A good boy.  (n.d) Retrieved April 12, 2007, from 
	http://www.crimelibrary.com/serial_killers/notorious/ramirez/satan_2.html. 
Carlo, Philip (1996) The Night Stalker: The Life and Crimes of Richard Ramirez. Kensington Publishing 	Corp 
""CRIME : RICHARD RAMIREZ: THE NIGHT STALKER."" The History Channel. 2004. A&E Television 	Networks. 22 Apr. 2007 
	http://www.thehistorychannel.co.uk/site/features/richard_ramirez:_the_night_stalker.php. 
Montaldo, C. (n.d.). Richard Ramirez – The Night Stalker. Retrieved April 10, 2007, from 	http://crime.about.com/od/serial/p/nightstaker.htm 
Night Stalker Sentences to Death. (1989). The Toronto Star, A33. Retrieved April 10, 2007, from 	LexisNexis database. 
Night Stalker Suspect Called Obsessed. (1985). The Globe and Mail (Canada). Retrieved April 10, 2007, 	from LexisNexis databse. 
Ramsland, K. (n.d). The Night Stalker: Serial Killer Richard Ramirez. Ramirez and Satan: Perfect 		Together. Retrieved April 10, 2007, from 
		http://www.crimelibrary.com/serial_killers/notorious/ramirez/together_10.html 
Richard Ramirez. (n.d.). Retrieved April 10, 2007, from http://www.serialkillercalendar.com Richard Ramirez. (n.d.). Retrieved April 10, 2007, from http:/www.mayhem.net/Crime/serial2.html",
