Date,Age,Life Event,Life Event
6/24/1998,52,"Killed Kathleen Grundy by giving her a fatal overdose of morphine, forged her will, leaving himself 386,000£.  Later, he explains this away with false backlogged records supporting that she was a morphine addict.","Killed Kathleen Grundy by giving her a fatal overdose of morphine, forged her will, leaving himself 386,000£.  Later, he explains this away with false backlogged records supporting that she was a morphine addict."
9/7/1998,52,Arrested by Greater Manchester Police for the Murder of Kathleen Grundy,Arrested by Greater Manchester Police for the Murder of Kathleen Grundy
1998,52,Several of Shipman’s victims bodies are exhumed for post mortem examination. Several suspected victims were cremated and could not be exhumed.,Several of Shipman’s victims bodies are exhumed for post mortem examination. Several suspected victims were cremated and could not be exhumed.
1998/1999,52/53,"Investigation uncovers that Shipman backlogged fabricated medical notes to be congruent with his diagnosis of cause of death.  It is also brought to light that many of the “ill” patients were found fully clothed in chairs or lying on couches, not lying ill in bed.","Investigation uncovers that Shipman backlogged fabricated medical notes to be congruent with his diagnosis of cause of death.  It is also brought to light that many of the “ill” patients were found fully clothed in chairs or lying on couches, not lying ill in bed."
10/05/1999,53,"Brought to trial for 15 murders of patients who had died unexpectedly from suspected morphine overdoses. 
During his trial a web of lies including unmade phone calls for ambulances, 
backlogged notes, and the forged will contribute to his conviction.  Additionally, his arrogance comes out through witnesses’ accounts of his callous attitude toward victims and their families. 
Hair samples confirm that his victims were not long-term morphine addicts, but usually died of single morphine overdoses.","Brought to trial for 15 murders of patients who had died unexpectedly from suspected morphine overdoses. 
During his trial a web of lies including unmade phone calls for ambulances, 
backlogged notes, and the forged will contribute to his conviction.  Additionally, his arrogance comes out through witnesses’ accounts of his callous attitude toward victims and their families. 
Hair samples confirm that his victims were not long-term morphine addicts, but usually died of single morphine overdoses."
1/31/2000,53,"Given fifteen life sentences in Prison after being founded guilty of murdering fifteen elderly patients, as well as forging Kathleen Grundy’s will.","Given fifteen life sentences in Prison after being founded guilty of murdering fifteen elderly patients, as well as forging Kathleen Grundy’s will."
2/1/2000,53,Health Secretary Alan Milburn announces an inquiry of “circumstances surrounding the murders and  the investigation”,Health Secretary Alan Milburn announces an inquiry of “circumstances surrounding the murders and  the investigation”
2/2000,53,Police make it known they are investigating Shipman’s role in 175 deaths,Police make it known they are investigating Shipman’s role in 175 deaths
7/2002,56,A report comes in that he killed at least 215 patients between 1975 and 1998,A report comes in that he killed at least 215 patients between 1975 and 1998
1/13/2004,57,"On the eve of his 58th birthday, he hung himself while in prison","On the eve of his 58th birthday, he hung himself while in prison"
