Date,Age,Life Event,Life Event
1986,24,Fort Hamilton Hughes Memorial Hospital comments on Glen’s mental condition: “Glen is a mentally ill person subject to hospitalization by court order he represents a risk of physical harm to himself as manifested by evidence of threats of or attempts of suicide”.,
1986,24,Glen’s father dies.,
1987,25,Glen is charged three times for public intoxication and once for drunken driving.,
11/1987,25,Taken to the emergency room after being beaten on the head with clubs.,
01/19/88,25,Begins serving time in prison.,
1988,26,"While in prison, diagnosed with an inherited enzyme disorder (porphyria).",
1989,27,Glen was dating a woman by the name of Joyce Arthur when he and Clay sexually abused her after getting her intoxicated. Glen then stole her money and left town.,
"1989-
1993",27-30,Glen travels with circus.,
01/07/91,28,Thomas Allen Wolsefer found dead in his nursing home. Glen told an employee in a bar that he killed Wolsefer by injecting whiskey into his IV. Police don’t investigate.,
04/15/91,28,Had a blackout lasting for four days.,
04/27/91,28,Hit in the head with a pool cue resulting in a fractured eye socket and intracranial bleeding.,
07/23/91,29,Hit on the head with a tire iron causing a bruised skull.,
1991,29,"Glen was charged with reckless driving, causing fire, creating a substantial risk or physical harm to property of another without his consent, a 2nd degree misdemeanor.",
09/08/91,29,Doctor tries to commit Glen after he took excessive amounts of Motrin and injected alcohol into his veins.,
01/28/92,29,"Carrie Ellen Gaskins (WF, 30) is stabbed to death in Bethel, Ohio.  She may have been murdered by Rogers.",
3/13/ 92,29,"Glen files a fictitious report with the Hillsborough County police, stating that his 1972 Caprice had been stolen from a BP from Clay.  He told police Clay had threatened him with a .38 caliber revolver in order to steal $104 from his wallet as well as his vehicle.",
1992,30,"A redhead named Carrie Gaskins, one of the girls he pimped, was found dead by her daughter.",
1992,30,Glen was using James Peters ID and worked for a painting company. He met Nicole Brown Simpson this way and they partied together.,
1/1993,30,"Glen engages in a fist fight with a coworker at the Wagon Wheel Flee Market in Pinellas County, Florida.  Their manager called police, but Glen had fled the scene by the time they arrived.",
4/1993,30,Glen is found by a policeman covered in blood and bruises.  Glen claims to have been,
,,,
,,"assaulted by his boss with a metal pipe, who then stole his wallet.  His boss, William Harris, was charged with battery.",
08/22/93,31,"Kelly Lynn Camargo (WF, 16) is killed in Hamilton, Ohio after leaving a biker bar.",
1993,31,Body of Camargo is found two weeks after she had been seen leaving a biker bar.,
1993,31,Glen raped and murdered a prostitute by the name of  “Mary”,
1993,31,Glen’s first wife Debbie died of diabetic complications involving cocaine use.,
11/01/93,31,"Glen was staying with Mark Peters (WM, 73) in Hamilton, Ohio when Glen murdered him and buried his body in the family cabin and sold off his belongings. He was working with Liz, a 40 year old redhead that they believed is buried near the old Las Vegas Bus Station; by the time police discovered Mark’s body, Glen was in 
California and had already been arrested on another incident of using Mark’s son, James Parks’ identification.",
01/1994,31,Peters had been missing for four months when his remains were found in Roger’s father’s cabin.,
06/06/95,32,"Arrested for assault with a deadly weapon in Los Angeles, California.  Glen served 36 days in prison.",
9/1995,33,"Arrested again in September for beating his girlfriend.  Because he was still on probation, Glen should have received a 2 ½ year sentence for the beating.  However, the judge was unaware of the previous sentence and he was released on time served of two days.",
09/29/95,33,"Glen met Sandra Gennell Gallagher (WF, 33) at a bar in Van Nuys, a suburb of Los Angeles.  He raped and stabbed her in her pick-up truck after she offered him a ride home from the bar they had met at.  After the murder, Glen set the truck on fire and fled the scene.",
10/06/95,33,"Glen met Linda D. Price (WF, 34), a red haired divorcee, at a State Fair in Jackson, MS. They move in together after a short period of time.",
11/03/95,33,"Not hearing from her for a week, her family went to the apartment and found her mutilated body in the bathtub.  Brother Clay says Glen called his mother the night of the murder and left a message on her machine.  While spanking Linda Price’s naked body he said “I did it again, she was a bad girl but I’m making her pay for it, just like you made us pay mommy.”",
11/04/95,33,"Glen takes a bus from Louisiana to Tampa, FL.",
11/07/95,33,"Glen met Tina Maria Cribbs (WF, 34) in a bar and bought her a drink in Tampa. She was later found stabbed to death in a motel room; the commode in the room was filled with massive stools floating in the red and purple water similar to that found at Linda Prices crime scene. Commode common of his condition; The Rogers family said Glen never flushed the commode.  After the murder, Rogers flees the scene in Cribbs’ vehicle and heads back to Bossier City, LA.",
11/09/95,33,"Glen murders another woman he had picked up at a bar in her apartment in Bossier City, LA.  Andy Jiles Sutton (WF, 37) was discovered on her punctured waterbed with stab wounds by her roommate.  The same feces found in the commode that was found at the Price and Cribbs scenes Glen leaves Louisiana and heads to Kentucky.",
11/13/95,33,"Glen returned home to visit his family only four days after the Sutton murder in Beattyville, KY.  Aware of his past, family members alerted police to his presence, which resulted in a high speed pursuit that ended in Waco, KY.",
11/13/95,33,"When police interviewed Glen on November 13, 1995 and told him that they were looking at him for the murder of 5 people.  Before requesting an attorney, Rogers seemed to be indifferent to the severity of his crimes and admitted to 70 murders.",
11/21/95,33,Glen is charged with endangering a police officer and with criminal mischief.,
04/30/96,33,Kentucky Governor Paul Patton signs order extraditing Glen to Florida.,
1996,34,"October 21, 1996 and again in November 1996, forensic psychologist Robert M Berland conducted tests on Glen and diagnosed him with chronic psychotic 
disturbance. The Wechsler test showed evidence of brain damage as well as Glen’s IQ was 76, six points above retardation",
04/28/97,34,Jury selection begins in Glen’s murder trial.,
,,,
05/07/97,34,The eight-day trial ended and the jury found him guilty of murder in the first degree,The eight-day trial ended and the jury found him guilty of murder in the first degree
07/11/97,34,"Glen received the death penalty, specifically the electric chair.","Glen received the death penalty, specifically the electric chair."
1999,36,Glen was the first convicted killer to be extradited from death row in one state (Florida) to be tried for murder in another (California).,Glen was the first convicted killer to be extradited from death row in one state (Florida) to be tried for murder in another (California).
7/16/99,37,"Sentenced to death in Los Angeles, California for the first-degree murder of Sandra Gallagher.","Sentenced to death in Los Angeles, California for the first-degree murder of Sandra Gallagher."
2006,43,Glen is currently on death row in California having also been convicted of murder in Florida.,Glen is currently on death row in California having also been convicted of murder in Florida.
