Date,Age,Life Event,Life Event
,,"kicked and beat her brutally, but did not rape her.",
03/07/1946,,"Four days after first attack, he attacked young nurse along Calder Rd Bellshill, only 6 miles from Mt. Vernon Glasgow, but didn’t rape her.",
03/08/1946,,"Attacked a 26-year old female on Ferry Rd, Bothwell. He banged her head against the ground and raped her.",
03/09/1946,,Arrested for the attack of the March 8 victim.,
03/21/1946,19,Sent to prison for 12 months for 15 charges of breaking and entering into houses.,
06/26/1946,,Appeared at High Court of Judiciary in Glasgow for the rape charge.,
1946,,Convicted of committing rape.,
1946,,"Appeared at Coventry, Ely, Cambridge, Darlington, Manchester, South Port, Hull, Beverly, Market Whiton, and Yorkshire courts for breaking and entering into houses and shops.",
1946-1952,,Convicted for crimes not specified and spent the next 6 years in prison.,
1953,26,Released from prison,
1953,,Received a job at the Gas Board Company,
1955,,His engagement to Anne O’Hara was called off due to differences about religion.,
1955,,The same day his engagement was called off he abducted Mary McLaughlan at knife point and attempted to rape her.,
01/01/1956,28,"Killed 1st  victim in series, Anne Kneilands",
,,"Killed 2nd  victim, Sydney Dunn",
September 1956,29,Gets a gun from Peter Hamilton,
09/16/1956,,"Killed  3rd ,4th ,5th  victims (the Watt family)",
09/17/1956,,Watt family bodies are found by their housekeeper,
12/28/1957,,Killed 6th victim Isabelle Cooke,
01/01/1958,,"Killed 7th, 8th, 9th victims (the Smart Family)",
01/02/1958,,Gave Constable Robert Smith a ride to search area for Isabelle Cooke,
01/13/1958,,Arrested for murder,
01/16/1958,,Body of Isabelle Cooke found. Manuel provides a written confession for the four sets of murders.,
05/12/1958,31,Trial begins,
05/29/1958,31,"4:00 p.m. – 13th day of trial, Peter announces he’s representing himself",
05/29/1958,,"13th day of trial – Manuel refutes the charges against him: 
Charge 1: murder of Anne Kneiland on 2 Jan 1956 
Charge 2: break-in at Platt house in Sept. 1956 
Charge 3 & 4: break-ins and murders at Fennsbank Ave. in Sept. 1956 Charge5: break-in and theft at Mt. Vernon 25 Dec 1957 
Charge 6: murder of Isabelle Cooke 28 Dec 1957 
Charge 7 & 8: murders of Smart Family and theft of their car 01 Jan 1958",
,,,
May 1958,,Manuel discussed what happened at these times:,
,,"Charge 1: 
-He was working in East Kilbride on 04 Jan 1956 when he found out a dead girl had been found at Caplerig. 
-One week later he saw Superintendent Hendry of Lanarkshire CID ( 11 Jan 1956) 
-Hendry asked Peter if he’d been in East Kilbride and when Peter answered “no”, Hendry said a bus conductress had said otherwise 
-11 Jan 1956: police take Peter’s clothing from his dwelling and when they return Peter assures them he was not in East Kilbride, his proof is that he got into a fight in Glasgow and went drinking the following night (02-03 Jan 1956) 
-14 Jan 1956- Manuel’s photo was to appear in the Scottish Daily Press nest to a brief article about the murder",
,,"Charge 2: 
-Peter was in possession of an electric razor he said to have been given to him by Tallis",
,,"Charge 3 & 4: 
-claimed he didn’t break into Mrs. Martin’s house 
-claimed Tallis boasted about being paid to break into a house on that avenue 
-July 1956: Tallis showed Peter two .38’s 
-Peter arranged to meet Tallis 16 Sept (day before Watt murders) at Woodend Hotel- Tallis didn’t show, Peter went home with a woman -Tallis goes to Manuel’s (Sr.) at 10:00am on 17 Sept 1956, later Manuel challenges Tallis about three murders in Burnside 
-After 18 Sept. 1956 Manuel finds a .38 in the dining room table drawer along with 5 empty shells 
-23 Sept 1956 Tallis admits to leaving the gun in the drawer 
-Tallis claims Watts admitted to killing his wife",
,,"Charge 5: 
-Manuel denied crime- claimed to be watching a program about boxing and could describe what he watched after that",
,,Charge 6:,
,,,
,,-Manuel said he couldn’t have committed the crime because he was in Glasgow at the time of the killing,
,,"Charge 7 & 8: 
-Peter claimed he knew Smart family, and had since 1953 
-Prior to 25 Dec 1957, Smart asked Manuel if he could get him a gun 
-31 Dec 1957, Manuel and Smart meet at Royal Oak for gun exchange 
-Manuel went to Smart’s house on Smart’s request, where Peter found all three family members dead- said it looked like a murder suicide (essentially by today’s standards), he then took the gun from beside Smart’s body 
-Manuel called in the murders when he didn’t hear about them in the papers",
May 1958,,-Manuel claimed that he wrote the confession so that the police would leave his family alone (they threatened him),
May 1958,,-Manuel is cross-examined by Mr. Gillies,
May 1958,,"Manuel explains his claims about all charges against him: 
Kneiland charge: Peter’s facial scratches were explained by his previous fight, no skin samples were taken from victim’s body. 
Platt charge: said the razor had been in his house long before the time of the break-in 
Martin charge: Tallis knew full descriptions of the rings; Tallis said he read about them in the paper on 17 Sept, when they weren’t officially confirmed to be missing until 21 Sept. 
Watt murders: Watt had no motive to kill his family, but Manuel had even less of a motive to shoot these 3 people 
Houston house breaking: claimed to be watching television at the time and could give detail on the programs he watched. 
Cooke murder: Manuel was at the cinema at the time of the murder; claimed if he killed someone he’d take care to not be seen (an eye witness picked him out) 
Smart murders: the link between him and the murders was “extremely thin”; also not being the “confessing type” it was inexplicable for him to have simply confessed on his own free will",
May 1958,,The  judge reviews Manuel’s speech with the jury,
05/29/1958,,4:50 p.m.- jury confirms they have a verdict,
,,,
,,"The verdicts stand: 
Charge 1: Murder of Anne Kneiland – not guilty Charge 2: Platt break-in – guilty 
Charge 3: Martin break-in – guilty 
Charge 4: Watt murders – guilty of capital murder Charge 5: Houston break-in – not proven 
Charge 6: Cooke murder – guilty of murder 
Charge 7: Smart murders – guilty of capital murder Charge 8: Theft of Smart’s car – guilty","The verdicts stand: 
Charge 1: Murder of Anne Kneiland – not guilty Charge 2: Platt break-in – guilty 
Charge 3: Martin break-in – guilty 
Charge 4: Watt murders – guilty of capital murder Charge 5: Houston break-in – not proven 
Charge 6: Cooke murder – guilty of murder 
Charge 7: Smart murders – guilty of capital murder Charge 8: Theft of Smart’s car – guilty"
05/29/1958,,Manuel found guilty and sentenced to death.,Manuel found guilty and sentenced to death.
05/30/1958,,Newspaper headlines read “Manuel to Hang”,Newspaper headlines read “Manuel to Hang”
06/20/1958,,"Manuel is seen slightly frothing at the mouth, his stomach is then pumped but nothing of consequence is found","Manuel is seen slightly frothing at the mouth, his stomach is then pumped but nothing of consequence is found"
06/24/1958,,"Taken to Appeal Court 
6 Grounds of Appeal: 
1.Written and verbal “confessions” should not have been 
admitted 
2.Judge had misdirected the jury as to the burden of proof 
relating to the special defenses 
3.The verdict in the Martin housebreaking was “contrary to evidence” 
4.The jury were misdirected as to the question of motive 
regarding Watt murders 
5.Judge failed to summarize the evidence of the witnesses Taylor and Morrison fairly in support of the special defense of impeachment of William Watt 
6.The judge misdirected the jury in directing them that the finding of the body and shoes in the Cooke murder could be regarded as independent evidence capable of corroborating the alleged confession","Taken to Appeal Court 
6 Grounds of Appeal: 
1.Written and verbal “confessions” should not have been 
admitted 
2.Judge had misdirected the jury as to the burden of proof 
relating to the special defenses 
3.The verdict in the Martin housebreaking was “contrary to evidence” 
4.The jury were misdirected as to the question of motive 
regarding Watt murders 
5.Judge failed to summarize the evidence of the witnesses Taylor and Morrison fairly in support of the special defense of impeachment of William Watt 
6.The judge misdirected the jury in directing them that the finding of the body and shoes in the Cooke murder could be regarded as independent evidence capable of corroborating the alleged confession"
July 1958,32,"Petition for clemency was turned down by the Scottish Secretary, John McClay","Petition for clemency was turned down by the Scottish Secretary, John McClay"
07/11/1958,32,"Died 08.01 hours at HM Prison Barlinnie, Glasgow. The cause of death was “Judicial Hanging.”","Died 08.01 hours at HM Prison Barlinnie, Glasgow. The cause of death was “Judicial Hanging.”"
