Date,Age,Life Event,Life Event
1891,34-35,"Jane was regarded as the most successful private nurse in Cambridge, even though some of her employers were annoyed with her intricate lies and petty theft.  In her free time, Jane loved to guzzle beer, tell lies, and spread rumors.",
,,,
1895,38-39,"May – Jane poisoned her landlord Israel Dunham (WM, 77) because he was feeble and fussy.  Jane then moved in with her dead landlord’s wife, Lovey.",
1897,40-41,Fall – Jane poisoned Lovey Dunham (WF).,
1899,42-43,"August – Jane’s foster sister, Elizabeth Brigham, met her at a vacation home at Cape Cod.  Jane slowly poisoned her and claimed this was the first victim that she hated. 
Jane told Elizabeth’s widower, Oramel, that it was her sister’s last wish for Jane to have her gold watch and chain.  Oramel obliged because this sounded characteristic of his dear wife Elizabeth and later found out, after Jane was arrested that she had pawned the gold watch and chain.",
1899,42-43,"December 29th – Jane poisoned Mary McLear (WF, 70) after she was recommended by the woman’s doctor to take care of her.  It was speculated that Jane took some of Mary’s clothing.  This murder was odd because Jane did not know Mary personally, and she liked to kill people that she knew.",
1900,43,"February 11 – Killed old friend, Myra Conners, with strychnine in order to take over her position as dining matron at The Theological School.",
1900,43,"After Myra died, Jane approached the dean of the Theological School and informed him that Myra was planning on going on a sabbatical and she had intended to recommend Jane for the job.  Jane lied to the dean and told him that Myra had instructed her on all of the duties of the job.",
1900,43,"The dean offered Jane the job, and right from the start her coworkers questioned her competence.  During the summer, while the Theological School was out of session, she worked at the mess hall of the Biological School in Woods Hole.",
1900,43,"November: Jane was dismissed from her job at the Theological School, without claiming any victims, for financial irregularities and complaints that had been lodged against her.",
1901,44,"Jane began living under new landlords, Melvin and Eliza Beedle, whom she also poisoned, but only enough to give them gastrointestinal illness.",
1901,44,"Jane poisoned the Beedle’s housekeeper, Mary Sullivan, enough to frame her as drunk so she would be dismissed and Jane could take over – it worked.",
1901,44,"June - July: The landlord of the cottage where Jane vacationed decided that it was time to collect on the $500 she owed them, so Mary “Mattie” Alden embarked on a trip to the Beedle’s house in Cambridge.  Jane gave Mattie some doctored Hunyadi mineral water and later that evening gave her more morphine when she became sick. 
Over 7 days, under the noses of everyone (even a Dr. who had been successful in catching another woman serial killer who used arsenic), Jane poisoned her victim slowly.  She played with Mattie, bringing her in and out of lucidity, only to immediately plunge her deep into a coma.",
1901,44,July 5th: Mattie Davis finally died.,
1901,44,"July: Jane moved in with the Davis family to help take care of Alden Davis after the passing of his wife.  Less than a week after she had been there, Jane set fire to some papers in a closet in her new home.  Much to Jane’s dismay, the fire was quickly extinguished.",
1901,44,"A few days later, Jane lit a fire in the pantry and went out for an afternoon stroll. Fortunately for the Davis family, friends saw the smoke and rushed to put the fire out.",
1901,44,"The next week, Jane set another fire in the Davis home, but once again, it was extinguished in time.",
1901,44,"July 26th: Jane poisoned Genevieve Gordon, the youngest Davis daughter who had remained in the house to make sure that her father would fare well without his wife. Jane tried to pass this off as a suicide due to the fact that Genevieve was so distraught over her mother’s death.",
1901,44,"August 8th: Jane turned her sights on Alden Davis, and killed him in less than two weeks after his youngest daughter’s death.",
1901,44,"August 12-13: Jane successfully poisoned the last of the Davis family: the oldest daughter, Minnie Gibbs.  While Minnie was dying, Jane brought her ten year old son to bed with her – it is unknown if Jane sexually abused the child.",
,,,
,,"August 26th: Jane returned to her hometown of Lowell, in hopes of marrying her dead foster-sister’s widower, Oramel Brigham.  Jane killed his sister, Edna Bannister (WF, 77), because she felt she was in the way of her marriage to Oramel.",
,,"August 31st: Minnie Gibbs’ father-in-law, Captain Gibbs, summoned Leonard Wood – the leading toxicologist in Massachusetts – to exhume the bodies of the Davis family to test his suspicions that they had been poisoned.  Jane read this in the newspaper.",
1901,44,"When the bodies were exhumed, a state police detective, John S. Patterson was assigned to follow Jane and keep an eye on her.",
1901,44,"September 29th: Frustrated that all of her attempts to win Oramel were not working (she even poisoned him and nursed him back to health to prove how indispensable she was), Jane took an overdose of morphine herself.  After Jane was back on her feet, Oramel promptly kicked her out.  Jane then traveled to New Hampshire to visit an old friend, Sarah Nichols.",
1901,44,October 29th: Jane was arrested for the murder of Minnie Gibbs.,
1901,44,"During the entire time that Jane was awaiting a formal trial, she remained in the Barnstable Jailhouse.  She quickly befriended the jailor’s wife who believed that Jane was innocent.  As she sat in her jail cell, Jane gained more and more weight.",
1901,44,October 31st: Arraignment was held for Jane.  The trial was continued until November 8th: Jane pled Not Guilty.,
1901,44,The state proposed that Jane had been using arsenic to poison her victims because it had been found in the bodies.  It turned out that the embalming fluid used was mostly arsenic and the prosecution was at a standstill about how Jane had killed her victims.,
1901,44,"It was old Captain Gibbs, Minnie Gibbs’ father-in-law, who purposed that Jane had used morphine and atrophine as her poisons of choice.",
1901,44,"November 8th: Trial was continued to November 11th.  The prosecution was still no closer to connecting Jane to the victims.  An inquisition hearing about the deaths of the Davis girls was held after Jane’s hearing, and Captain Gibb’s suspicions were founded.",
1901,44,November 11th: Trial once again continued until December 11th.,
1901,44,November 21st: Bodies of Mattie and Alden Davis were exhumed.,
1901,44,"December 6th: 23 members of a grand jury assembled to hear Jane’s case.  Jane was officially charged with 4 counts of murder of the entire Davis family.  Once again, she pled Not Guilty.",
1902,45,March 31st: Papers reported that Jane had undergone a psychiatric evaluation by a panel of experts who had determined that she was insane. Jane had admitted that she had an irresistible sexual impulse to kill and she confessed to 11 murders.,
1902,45,"June 23rd: The trial of Jane Toppan began.  It took less than eight hours for the entire trial, and the jury only had to deliberate for 20 minutes.  Jane was found Not Guilty by Reason of Insanity.  Jane was sentenced to Taunton Insane Hospital for life.  Jane appeared to be overcome with joy about the verdict because she assumed that she would be able to convince the hospital of her sanity and be set free in a few month’s time.",
1902,45,"It was later discovered that Jane had confessed to her defense lawyer and long time friend, James Stuart Murphy, that she had committed more than 31 murders.  In addition to this, as a supplement to the New York Journal, William Randolph Hearst typed up Jane’s confession.  In this document, Jane admitted that she wanted the panel of psychiatrists to find her insane.  Upon convincing them of this lie, she felt very smug in knowing that she had outsmarted a panel of “experts.”  Jane described the exquisite pleasure it gave her to kill her patients, and she marveled at the lack of feeling and remorse she felt for doing these horrible things.  In an attempt to show that she was not without feeling, Jane claimed that the jilt she received from the lover in her youth seemed to be the root of all of her problems.  Jane explained, “If I had been a married woman, I probably would not have killed all of those people.  I would have had my husband, my children and my home to take up my mind.”",
,,,
,,June 24th: Jane checked into her new home.,June 24th: Jane checked into her new home.
,,"For three and a half decades, Jane’s mental state slowly deteriorated.  For a time, she refused to eat any of the food at the hospital because, ironically, she thought that the food had been poisoned.  As the years passed, Jane became a quiet old lady who did not cause any trouble.","For three and a half decades, Jane’s mental state slowly deteriorated.  For a time, she refused to eat any of the food at the hospital because, ironically, she thought that the food had been poisoned.  As the years passed, Jane became a quiet old lady who did not cause any trouble."
1938,80-81,August 17th: Jane died of old age at Taunton Insane Hospital.,August 17th: Jane died of old age at Taunton Insane Hospital.
