Heading,Value
City killed,Memence
County Killed,Cook
Type of target,Financial gain
Did killer confess to this murder?,Yes
Was killer convicted of this murder?,No
Name,Unknown
Date killed,1894
Gender,Male
Race,White
How killed,Killed and buried body in basement
State Killed,Illinois
City killed,Chicago
County Killed,Cook
Did killer confess to this murder?,Yes
Was killer convicted of this murder?,No
Name,Baldwin Williams
Date killed,1894
Gender,Male
Race,White
How killed,Shot and buried in basement of a nearby house
State Killed,Colorado
City killed,Leadville
County Killed,Lake
Did killer confess to this murder?,Yes
Was killer convicted of this murder?,No
Name,Benjamin F. Pitezel
Date killed,"September 1, 1894"
Date body was found,"September 4, 1894"
Gender,Male
Race,White
How killed,Buried alive
State Killed,Pennsylvania
City killed,Philadelphia
County Killed,Philadelphia
Type of target,Financial gain – insurance policy
Did killer confess to this murder?,Yes
Was killer convicted of this murder?,Yes
Name,Howard Pitezel
Date killed,"October 10, 1894"
Gender,Male
Race,White
How killed,"Poisoned, chopped, and burned"
State Killed,Indiana
City killed,Irvington
County Killed,Marion
Type of target,Financial gain
Did killer confess to this murder?,Yes
Was killer convicted of this murder?,No
Name,Alice Pitezel
Date killed,"October 25, 1894"
Date body was found,"July 15, 1895"
Gender,Female
Race,White
Age,13
How killed,"Burned in stove by gas, then buried"
Country killed,Canada
State Killed,Ontario
City killed,Toronto
Type of target,Acquaintance
Did killer confess to this murder?,Yes
Was killer convicted of this murder?,No
Name,Nellie Pitezel
Date killed,"October 25, 1894"
Date body was found,"July 15, 1895"
Gender,Female
Race,White
Age,14
How killed,"Burned in stove by gas, then buried"
Country Killed,Canada
State Killed,Ontario
City killed,Toronto
Type of target,Acquaintance
Did killer confess to this murder?,Yes
Was killer convicted of this murder?,No
"References 
Ancestry.com 
Blow, David J. (2003).  Historic guide to Burlington neighborhoods (Volume III). Burlington, VT: Chittenden 	County Historical Society. 
Borowski, J. (2005). The Strange Case of Dr. H. H. Holmes. West Hollywood, California: Waterfront 	 Productions 
Snavely, J. (2006). The devil's disciple. AuthorHouse, p.1-256. 
Yusof, Mohd (May 21, 2012).  Herman Mudgett AKA H H Holmes Case File.
http://www.crimerack.com/2012/05/herman-mudgett-aka-h-h-holmes-case-file/",
