Date,Age,Life Event,Life Event
1964-1965,22-23,"-Mary French claims to be pregnant with his child. 
-Several incidents of Smitty inflicting physical abuse on Gretchen.  He also wrote a letter to the Health Department saying that Gretchen had a venereal disease, followed by letters to Gretchen’s (un-approving) parents about how she was sneaking behind their backs to see him.",
Early 1965,22,"Smitty tells Gretchen that he killed Alleen, and supposedly takes her to the grave.  Alleen says she doesn’t care, she still loves him.",
Summer of 1965,23,"Smitty becomes increasingly irritated with Gretchen, accusing her of stealing his diary that had information about a man he killed in the east.  (There was no real evidence that this diary existed or that he had committed a murder previous to Alleen’s)",
"Fall of 
1965",23,"- Smitty begins disclosing to friends that he is going to kill Gretchen Fritz. -  His parents declared bankruptcy, losses totaling $300,000.",
08/16/1965,23,Gretchen and her little sister Wendy go to a drive-in movie and never return. Smitty is questioned by the police and he tells them he thinks the girls ran away to Mexico.,
08/22/1965,23,"Smitty is questioned by Bill Heilig, a private investigator, about the Fritz sisters.  Their car is discovered ½ mile from Smitty’s cottage with a business card in it from “C & S Upholstery Co., a business Smitty had attempted to start.",
08/23/1965,23,"Smitty admits to friend Richard Bruns that he killed the Fritz sisters in his cottage, then took the bodies out to the desert.  The two boys drive out to the desert and burry the bodies that he had left just lying there.",
08/1965,23,Smitty calls the FBI and tells them the Mafia is harassing him about the disappearance of the two girls.,
08/27/1965,23,"Smitty accompanies 2 “Mafia” type men to California to look for Gretchen. 
There he gets detained by the San Diego police where he is held in jail for a couple of nights on suspicion of murder.  Due to lack of evidence, they let him go.",
09/09/1965,23,"Meets Diane Lynch, age 15, on a blind date.",
10/24/1965,23,Married Diane Lynch,
"Late 
October,",23,Richard Bruns gets drunk and tells his grandmother and father everything he knows about Smitty murdering the Fritz Sisters.  Bruns takes the police to the,
,,,
1965,,desert and shows them the bodies.,desert and shows them the bodies.
11/10/1965,23,"Smitty is picked up by Tucson police for suspicion of murder; A few days later, John Saunders and Mary French were also arrested for their involvement in the murder of Alleen Rowe.  Both admitted their involvement immediately, Saunders received life in prison, Mary 4-5 years.","Smitty is picked up by Tucson police for suspicion of murder; A few days later, John Saunders and Mary French were also arrested for their involvement in the murder of Alleen Rowe.  Both admitted their involvement immediately, Saunders received life in prison, Mary 4-5 years."
11/23/1965,23,The Judge prohibited police to discuss the Schmids case in the media and also makes the members of the jury stay together in one motel to make sure they are not exposed to media or other sources that would make them biased towards the trial.,The Judge prohibited police to discuss the Schmids case in the media and also makes the members of the jury stay together in one motel to make sure they are not exposed to media or other sources that would make them biased towards the trial.
11/26/1965,23,"Time magazine prints the article “Secrets in the Sand” about Smiddy.  This article inspires Joyce Carol Oates to write her award winning short story “Where Are You Going, Where Have You Been?”","Time magazine prints the article “Secrets in the Sand” about Smiddy.  This article inspires Joyce Carol Oates to write her award winning short story “Where Are You Going, Where Have You Been?”"
,,,
2/15/1966,24,Schmid was scheduled to be tried in superiors court for the murders to Gretchen and Wendy Fritz at the Pima County Courthouse,Schmid was scheduled to be tried in superiors court for the murders to Gretchen and Wendy Fritz at the Pima County Courthouse
03/01/1966,24,He is convicted of first degree murder for the murders of Gretchen and Wendy Fritz.,He is convicted of first degree murder for the murders of Gretchen and Wendy Fritz.
"03/11/1966 OR 
03/25/1966",24,Formally sentenced to the death penalty.,Formally sentenced to the death penalty.
03/11/1966,24,"Time magazine prints a second article about him, “Growing Up in Tucson.”","Time magazine prints a second article about him, “Growing Up in Tucson.”"
,,,
04/14/1966,24,Did an exclusive interview to be viewed by the media to prove his innocence,Did an exclusive interview to be viewed by the media to prove his innocence
06/17/1966,24,Date of which he was supposed to get executed by lethal gas but is postponed because they are awaiting an appeal.,Date of which he was supposed to get executed by lethal gas but is postponed because they are awaiting an appeal.
07/1966,24,Diane divorces him.,Diane divorces him.
05/10/1967,24,He pleads guilty to second-degree murder for the death of Alleen Rowe/,He pleads guilty to second-degree murder for the death of Alleen Rowe/
06/12/1967,24,Judge hears Smitty’s request for a new trial.  Smitty refuses a psychiatric examination and withdrawals his request.,Judge hears Smitty’s request for a new trial.  Smitty refuses a psychiatric examination and withdrawals his request.
06/23/1967,24,He takes sheriff to grave of Alleen Rowe,He takes sheriff to grave of Alleen Rowe
1971,29,State of Arizona temporarily abolishes death penalty,State of Arizona temporarily abolishes death penalty
1974,31,He officially changed his name to Paul David Ashley,He officially changed his name to Paul David Ashley
1967-1974,24-32,"Smitty tries to escape prison 3 times, briefly succeeding once.  He had a bad relationship with other prisoners, acting as though he was their superior.","Smitty tries to escape prison 3 times, briefly succeeding once.  He had a bad relationship with other prisoners, acting as though he was their superior."
03/20/1975,32,He is attacked in the Arizona State Prison by 2 fellow inmates; Receives 20+ stab wounds.,He is attacked in the Arizona State Prison by 2 fellow inmates; Receives 20+ stab wounds.
03/30/1975,32,He died in Maricopa County Hospitalas a result of wounds suffered in the prison attack,He died in Maricopa County Hospitalas a result of wounds suffered in the prison attack
