Date,Age,Life Event,Unnamed: 3,PredictedLabel,PredictedTheme
Fall 1965,18,Enrolls at University of Puget Sound and attends the school until the next spring,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
Fall 1966,19,Enrolls at University of Washington. Attends until spring 1969.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
Spring 1967,20,Meets Stephanie Brooks,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
Fall 1968,21,Brooks breaks off relationship with Bundy.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
Early 1969,21,"Visits his birthplace, and learns for certain that his mother is Eleanor and that he is illegitimate.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
Fall 1969,22,"Re-enters University of Washington and meets Liz Kendall, whom he begins dating. Liz would be his girlfriend throughout most of his murders. Returns to school with a sense of purpose, and becomes an honors student. Also becomes involved in local politics.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
Spring 1973,26,Graduates from University of Washington,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1973,26,"During a business trip, he meets up with Stephanie Brooks. She is impressed with his change and they begin to see each other every so often.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
1/5/74,27,Attacks Joni Lenz in her Seattle apartment. She survives.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
2/74,27,Abruptly stops seeing Brooks. This was revenge for her dumping him. She never saw or heard from him again.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
2/1/74,27,Abducts Lynda Ann Healy from her basement bedroom in Seattle.,,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
3/12/74,27,Abducts Donna Manson from the campus of Evergreen College.,,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
4/17/74,27,Abducts Susan Rancourt from the Central Washington St. campus.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
5/6/74,27,Abducts Kathy Parks from the campus at Oregon St.,,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
6/1/74,27,"Abducts Brenda Ball from Burien, Washington",,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
6/11/74,27,Abducts Georgeann Hawkins from an alley near her University of Washington sorority house.,,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
6/17/74,27,Brenda Baker’s body is found in Millersylvania St. Park. It is unknown when she was abducted,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
7/14/74,27,"In separate incidents, Janice Ott and Denise Naslund are abducted from Lake Sammammish St. Park.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
Fall 1974,27,Enters the University of Utah Law School,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
9/7/74,27,"Portions of the bodies of Ott, Naslund, and Hawkins are recovered two miles from Lake Sammammish St. Park",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
10/2/74,27,Abducts Nancy Wilcox.,,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
10/18/74,27,"Abducts Melissa Smith from Midvale, Utah.",,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
10/27/74,27,Smith’s body is found in summit Park near Salt Lake City.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
10/31/74,27,"Abducts Laura Aimee from Lehi, Utah.",,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
11/8/74,27,"Fowls up an abduction attempt of Carol DeRonch, but abducts Debby Kent later that day in Bountiful, Utah.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
Thanks-giving ‘74,28,Aimee’s body is found.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1/12/75,28,"Abucts Caryn Campbell from hotel in Aspen, Colorado",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
2/18/75,25,Campbell's body is found near the motel she disappeared from,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
3/3/75,28,"The skulls of Healy, Ball, Parks, and Rancourt are found near Taylor Mountain in Washington.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
3/15/75,28,"Abducts Julie Cunningham from Vail, Colorado.",,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
4/6/75,28,"Abducts Melanie Cooley from her school in Nederland, Colorado",,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
4/23/75,28,Cooley is found dead twenty miles from Nederland,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
5/6/75,28,"Abducts Lynette Culver from her school playground in Pocatello, Idaho",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
6/28/75,28,Abducts Susan Curtis from the campus of BYU while attending a youth conference.,,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
7/1/75,28,"Abducts Shelley Robertson from Golden, Colorado.",,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
7/4/75,28,"Abducts Nancy Baird from Layton, Utah.",,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
8/16/75,28,Is arrested for possession of burglary tools during a traffic stop in Salt Lake City. The incident eventually results in an arrest in the DeRonch attack.,,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
February 1976,28,Abducts Debbie Smith in Utah.,,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
3/1/76,28,Is found guilty of aggravated kidnapping in the DeRonch attack,,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
4/1/76,29,Smith's body is found at Salt Lake International Airport,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
6/30/76,29,Is sentenced to one-to-fifteen years in prison.,,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
10/22/76,29,"FBI file case against Bundy in regards to the murders of Campbell and Smith (hairs found in his VW, and crowbar)",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
04/77,30,Transferred to Garfield County jail in Colorado to stand trial for the murder of Ms. Campbell,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
6/7/77,30,Escapes from the Pitkin County Law Library in Colorado while preparing for his upcoming trial in the Campbell murder.,,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
6/13/77,30,"Is apprehended in Aspen, Colorado",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
12/30/77,31,"Escapes from Garfield County Jail in Colorado and flees to Tallahassee, Florida",,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
1/14/78,32,"Attacks several women at the Chi Omega sorority house in Tallahassee, killing Lisa Levy and Margaret Bowman. Also attacks Cheryl Thomas.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
2/9/78,32,"Abducts Kimberly Ann Leach in Lake City, Florida",,0,"Predatory/Geographical Stalking Pattern: The individual exhibits a pattern of selecting and abducting victims within a specific geographical range or area, suggesting a familiarity or comfort with these locations."
2/15/78,32,"Arrested while driving a stolen VW in Pensacola, Florida",,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
4/12/79,33,Leach's body is found in Suwanee St. Park in Florida.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
7/27/78,33,Indicted for the murders of Levy and Bowman.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
7/7/79,34,Leach and Bowman murder trial begins,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
7/23/79,34,Found guilty of the murders of Levy and Bowman.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
7/31/79,34,Sentenced to death for the murders of Levy and Bowman,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1/7/80,35,Trial begins for the Leach murder.,,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
2/6/80,35,Found guilty of Leach murder.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
2/9/80,35,Sentenced to death for Leach murder.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
2/9/80,35,Exchanged vows to Carole Ann Boone (defense witness) while questioning her on the stand. Verbal promise made under oath was enough to make them legally married.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
10/82,37,Bundy’s child from Carole Boone is born.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
7/2/86,41,Obtains a stay of execution only fifteen minutes before he is scheduled to die,,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
11/18/86,41,Obtains a stay of execution only seven hours before he is scheduled to die.,,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
1/17/89,44,Final death warrant is issued,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1/24/89,44,"Executed in the electric chair at 7:16 a.m. in Starke State prison, Florida.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
