Date,Age,Life Event,Unnamed: 3,PredictedLabel,PredictedTheme
1958,24,Mary gives birth to their third child Danny (Angelo’s fourth child).,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1960,26,Mary gives birth to their fourth son Louis (Angelo’s fifth child).,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1962,28,"Mary gives birth to their fifth child, and first daughter, Grace (Angelo’s sixth child).",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1962,28,"Angelo is jailed for five days,",,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
1964,30,"Angelo is jailed again, this time for petty theft.",,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
1964,30,"Angelo is believed to have raped his two year-old daughter, Grace.(Not enough supporting information was found to elaborate on this event)",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1964,30,Mary files for divorce because of Angelo’s perverse sexual desires and his violence. He shows no concern of the fact that his children had witnessed all of the abuse he inflicted on their mother.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
May 1964,29,Mary tries to reconcile with Angelo. He handcuffs her and threatens to kill her after shoving a gun into her stomach. She does not try reconciling with Angelo again.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1965,31,"Angelo moves in with Nanette Campina, a 25 year-old single mother of two children. He treats Nanette the same way he had treated Mary. Nanette doesn’t leave him for fear that he will kill her if she does.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1967,33,"Angelo is arrested for stealing cars and sentenced to one year in prison. However, because of his large family, the sentence is suspended so that he may work. (There are conflicting dates as to when this arrest actually occurred. Some sources report it as being 1967 while others report it as 1968)",,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
1967,33,"Nanette gives birth to her and Angelo’s first child together (Angelo’s 7th child), Tony.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1969,35,"Nanette gives birth to their second child together (Angelo’s 8th child), Sam.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1971,37,Angelo begins to abuse Nanette’s 14 year-old daughter and claims that 'she needs breaking in.' Angelo brags to his friends about raping the girl and claims that he then turned her over to his sons for their pleasure. Nanette decides to risk everything to get away from Angelo. She takes the children and leaves the state.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1972,38,"Angelo marries Deborah Taylor. The two never live together, and never bother to get a divorce.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1972-1975,38-41,Angelo’s roommate witnesses him masturbating as he watches school children with binoculars from their apartment window. Angelo admits to his roommate that he had forced his sons to rape his daughter and that he had sodomized one of his sons. (There are conflicting dates as to when Angelo’s confession to his roommate actually occurred.  Therefore a precise date is not available).,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1975,41,"Angelo moves into his own place and opens up an upholstering shop in the back. He frequently forces women to perform oral sex on him and often has sex with his sons’ girlfriends. He has the reputation for being a 'stud' and refers to himself as 'The Italian Stallion.'  Many young girls are attracted to Angelo and he begins dating a teenager and gets her pregnant twice. The girl aborts the first child and suffers a miscarriage during the second pregnancy. She stays loyal to Angelo, but he is promiscuous and keeps several other girlfriends at the same time.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1975,41,"Angelo’s adoptive cousin, Kenneth Bianchi, moves to L.A. to live with him.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
September 1977,42,"Angelo and Kenneth discuss the idea of getting young girls to work for them as prostitutes. It is Angelo’s idea as a way for them to get money (as they are short on cash). They purchase a list of names of men who frequent prostitutes from Deborah Noble. Unbeknownst to Angelo and Kenneth, Deborah delivers a 'trick list' and deceives them.",,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
October 1977,43,"Deborah Noble and her friend Yolanda Washington deliver the list of men to Angelo. Yolanda is 19 years-old, a part-time waitress and a prostitute. Yolanda tells Angelo that she usually works a particular stretch on Sunset Boulevard. Angelo and Kenneth soon find out that the list is a fake and seek out to get revenge for the money they paid.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"October 17, 1977",43,"Angelo and Kenneth begin their rampage. They seek out Yolanda Washington, rape and strangle her in the back seat of Kenneth’s car.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"October 18, 1977",43,Washington’s body is found near Universal City in a cemetery. She still has the fabric around her neck that was used to strangle her.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"October 31, 1977",43,"Victim Two-Judith Miller, a 15 years-old runaway and prostitute.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"November 1, 1977",43,"Miller’s body is found with ligature marks on her ankles, wrists, and neck. She has also been raped.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"November 5, 1977",43,"Victim Three-Elissa Kastin, a 21 years-old waitress.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"November 6, 1977",43,Kastin’s nude body is found on a highway embankment. She is found with ligature marks similar to those found on Judith Miller. She has also been raped and sodomized.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"November 9, 1977",43,"Victim Four-Jane King, a 28 year–old aspiring actress.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"November 13, 1977",,Victims Five and Six- Sonja Johnson age 14 and Dolly Cepeda age 12.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"November 20, 1977",43,"A nine year-old boy finds the bodies of Sonja Johnson and Dolly Cepeda in Highland Park. They too are found nude with ligature marks and had been raped. Victim Seven- Kristina Weckler, a 20 year-old college student. She is found the same day with ligature marks on the inner arm and on her neck.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"November 23, 1977",43,"Jane King’s body is found near Los Feliz off-ramp on the Golden State Freeway.  She has been sodomized and strangled. (sources on the condition of King’s body coincide. Some say she had been raped, while others report that the body was so badly deteriorated that rape could not be definitively determined)",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"November 28, 1977",43,"Victim Eight-Lauren Wagner, an 18 year-old student.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"November 29, 1977",43,"Lauren Wagner’s body is found nude, strangled, and with electrical burns on her palms. She also has ligature marks on her body and had been raped.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"December 13, 1977",43,"Victim Nine - Kimberly Martin, an 18 year-old call girl who went by the name of Donna*. Her body is found the same day in a vacant lot on a hillside. *(some sources report Martin’s name as Kimberly Diane Martin, while others say she went by “Donna”)",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
January 1978,43,Angelo’s mother dies.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
"February 17, 1978",43,"Victim Ten-Cindy Hudspeth, a 20 year-old college student. Her body is found in the trunk of her car which had been pushed over a cliff. She is also found nude, raped, and with ligature marks on her body. This is the last murder that Angelo and Kenneth participate in together, and Angelo’s final murder before being arrested and ultimately sent to prison.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"October 22, 1979",45,Angelo Buono is arrested after Kenneth Bianchi tells police of his and Angelo’s involvement in the murders.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"July 6, 1981",46,"At the preliminary hearing Kenneth Bianchi testifies in court that he does not know if he was telling the truth or not when he told police of Angelo’s involvement in the murders. Due to this unexpected testimony by Bianchi, Roger Kelly, Buono’s attorney, moves to dismiss all 10 counts of murder against Angelo and to drop prosecution against him as a Hillside Strangler.",,5,"Power and Control. Anderson's actions and reactions indicate a strong desire for power, control, and authority, frequently demonstrated through his obsession with law enforcement roles, aggressive behavior when confronted, and manipulation of situations through false accusations. His violation of boundaries and policy also reflect his disregard for rules and norms, further emphasizing his desire to exert control over his environment."
"July 21, 1981",46,"Judge Ronald M. George, who had been appointed to hear the Buono case, denies Kelly’s motion to dismiss the charges against Angelo explaining that a dismissal would not be 'in the furtherance of justice.'",,5,"Power and Control. Anderson's actions and reactions indicate a strong desire for power, control, and authority, frequently demonstrated through his obsession with law enforcement roles, aggressive behavior when confronted, and manipulation of situations through false accusations. His violation of boundaries and policy also reflect his disregard for rules and norms, further emphasizing his desire to exert control over his environment."
1981,46,"The District Attorney’s office withdraws from Angelo’s case and Attorney General George Deukmejian brings in two new attorneys for the prosecution, Michael Nash and Michael Boren. A special investigator, Paul Tulleners, is assigned to assist the new prosecutors in evaluating the evidence.  After deciding that the evidence against Angelo is sufficient enough to prosecute him, it is decided that George Deukmejian will prosecute the case in court.",,5,"Power and Control. Anderson's actions and reactions indicate a strong desire for power, control, and authority, frequently demonstrated through his obsession with law enforcement roles, aggressive behavior when confronted, and manipulation of situations through false accusations. His violation of boundaries and policy also reflect his disregard for rules and norms, further emphasizing his desire to exert control over his environment."
November 1981,47,"Angelo’s case finally goes to trial, but is disrupted by continuances which the defense appeals all the way to the California Supreme Court.",,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
1982,47,Jury selection in the trial begins which lasts for three and a half months,,6,"""Legal Judgment and Sentencing"""
Spring 1982,47,Angelo’s trial finally begins and eventually becomes the longest trial in United States at the time.,,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
1982 – 1983,47-49,"Angelo’s trial continues for over a year. Some of the witnesses in the trial include some of the girls that Angelo had abused and tormented, Becky Spears and Sabra Hannan. Judge George and members of the jury were taken to the actual hillsides where the victims were found and were given a presentation by the key detective at each site. The prosecution finally produces a key witness, a young girl whom Angelo had a run-in with the night he and Kenneth killed Kimberly Martin. The girl testifies that Angelo had harassed and terrorized her in the Hollywood Library. She was able to testify that Angelo had used a payphone in the library to call Kimberly Martin and lure her to him and Kenneth. These payphone calls had been part of the clues in Kimberly Martin’s death, but detectives could never prove who had made the calls. The defense efforts of Angelo’s trial are short due to his non-cooperation with his attorneys.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"October 21, 1983",49,The jury in Angelo’s trial begins deliberations.,,6,"""Legal Judgment and Sentencing"""
"October 31, 1983",49,The jury comes to the agreement that Angelo is guilty in the murder of Lauren Wagner.,,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
"November 3, 1983",49,The jury finds Anglo not guilty in the murder of Yolanda Washington.,,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
November 1983,49,"The jury finds Angelo guilty of the murder of Judy Miller, Dolores Cepeda, Sonja Johnson, Kimberly Martin, Kristina Weckler, Lisa Kastin, Jane King and Cindy Hudspeth. After this decision Angelo is considered a 'multiple-murderer' under California law, and will face either life in prison or capital punishment.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1983,49,"Angelo takes the stand after jury deliberations end and claims 'My morals and constitutional rights has been broken.' After the jury deliberates for an hour, they recommend life in prison without the possibility of parole for Angelo and spare him of the death penalty. The judge upholds the sentence. Angelo is initially sent to Folsom Prison. Here he refuses to come out of his cell for fear of injury by other inmates.",,1,"The archetypal theme represented by these life events is the ""Sexually Motivated Serial Killer"". The pattern suggests that Alcala's primary motivation for killing was sexual gratification, as evidenced by the combination of sexual assault and murder in his crimes. His previous offenses and repeated targeting of young girls further highlight his sexual preoccupations. His adeptness at evading law enforcement indicates a level of cunning and forethought typically associated with this archetype."
1983-1986,49-62,Angelo is transferred from Folsom Prison to Calipatria State Prison in California. (exact date unknown),,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1986,62,Angelo marries Christine Kizuka while in prison. She is a supervisor at the Los Angeles office of the state employment development department and a mother to three children. She had met Angelo in prison when she came to visit her husband whose cell was next to Angelo’s. Kizuka had divorced her husband in 1983 and continued to visit Angelo in prison. Prison officials agreed to never allow conjugal visits between Angelo and Christine due to the nature of Angelo’s crimes and his history of violence against women.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"September 21, 2002",67,Angelo Buono dies at Calipatria State Prison from a heart condition. He is alone in his cell at the time of his death and officials rule out the possibility of any foul play.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
