Date,Age,Life Event,Unnamed: 3,PredictedLabel,PredictedTheme
1984,19-20,"Paul dates many women but the relationships usually lasted no more than a month. If any of the women told about what he had done to them, he threatened to kill them.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1985,20-21,"Paul's father is discovered to be a Peeping Tom in his neighborhood. Paul’s lifestyle begins to change along with his attitude toward women. Due to his abusive nature and strange sexual preferences, all of his girlfriends end up leaving him.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
Summer 1986,21,"Bernardo has a retraining order issued against him for making obscene phone calls to his friend Van’s ex-girlfriend. Bernardo still remains in a relationship with Carol, although engaging in several one night stands. Bernardo graduates from the University of Toronto and accepts a job as a junior accountant at Price Waterhouse in Toronto. Paul starts to see a woman named Suzie while he is still with Carol. He is so controlling that, even after they find out about each other, they both remain with him. Carol takes out a restraining order against Paul for obscene phone calls",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
1987,22,"Paul graduates from college and gets a job as a junior accountant for the accounting firm Price Waterhouse. After dating Jennifer Thompson who threatened to go to the police, his dating starts to slow down.",,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"May 4, 1987",22,"Paul commits 1st rape, age 21, at a bus stop",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 14, 1987",22,"Paul commits 2nd rape, age 19 , in front of her house",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"July 27, 1987",22,"Paul attempts 3rd rape, young woman at a bus stop",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
October 1987,23,"Bernardo and Van meet Karla Homolka and Debbie Purdie, in a Howard Johnson Hotel. The night that they meet they have sex and Paul gets her phone number and address which is unlike Paul for a one night stand.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
November 1987,23,"Bernardo and Karla meet again. Paul drives to see Karla twice a week, and gives her love and attention as their relationship develops. Eventually, he starts to run every aspect of her life. He tells her what to wear, how to style her hair, what opinions to have and what to eat. He calls her fat and ugly. He learns that Karla is not a virgin and he is upset about this, although he is still very interested in her.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"December 16, 1987",23,"Paul commits 3rd rape, age 15, getting off a bus, media coins the name 'Scarborough Rapist'",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"December 23, 1987",23,"Paul commits 4th rape, age 27, stalked and attacked her with a knife",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
1988,23,"Karla’s friends find handcuffs in her bedroom; Karla reveals that Paul enjoys 'playing games' in bed and their relationship: Never let anyone know our relationship is anything but perfect; Don't talk back to Paul; Be a perfect girlfriend for Paul; If Paul asks for a drink, bring him one quickly and happily; Remember you're stupid; Remember you're ugly; Remember you're fat; I don't know why I tell you these things because you never change.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
March 1988,23,"The Scarborough Rapist Task Force is formed by Metro Police. The rapes have stopped, except for a similar attack in May 1988 in a town nearby.",,5,"Power and Control. Anderson's actions and reactions indicate a strong desire for power, control, and authority, frequently demonstrated through his obsession with law enforcement roles, aggressive behavior when confronted, and manipulation of situations through false accusations. His violation of boundaries and policy also reflect his disregard for rules and norms, further emphasizing his desire to exert control over his environment."
"April 18, 1988",23 or 24,"Paul commits 5th rape, age 19, getting of the bus",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 30, 1988",23 or 24,"Paul commits 6th rape, age 18, 10 miles from Scarborough",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"October 4, 1988",24,"Paul attempts 7th rape, she fought him off, stab wounds on thigh and buttock, 12 stitches",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"November 1, 1988",24,"Bernardo meets a girl named Anna and begins dating her while he is in Toronto, and also continues to see Karla. Paul also begins to become attracted to Karla’s younger sister Tammy. He demands that Tammy not have sex with any guy. Paul commits 7th rape, age 18, parent’s backyard",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"December 27, 1988",24,"Paul attempts 8th rape, chased him off by getting neighbor’s attention",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"June 20, 1989",24,"Paul attempts 8th rape again, she screams for her neighbors, he flees",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"August 15, 1989",24,"Paul commits 8th rape, age 22, stalked her outside her window",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"November 21, 1989",25,"Paul commits 9th rape, age 15, at a bus shelter",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 26, 1990",25,"Paul commits 11th rape, age 19, exiting a bus",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"November 20, 1990",26,"2 detectives interview Paul for 35 minutes, Paul gives them hair, saliva, and blood samples for testing, swears that he isn’t the Scarborough rapist",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"December 23, 1990",26,"Karla and Paul decide to rape Tammy by putting crushed pills into her drink. After she passes out from the drugs and alcohol, Paul rapes her as Karla videotapes. Tammy starts to choke on her own vomit and cannot be revived. She dies, and the paramedics suspect no foul play.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"December 27, 1990",26,Tammy’s funeral takes place and Paul gets caught stroking her hair in the open casket.,,7,"The archetypal theme represented here is ""The Search for Identity and Belonging"". The individuals in these life events are dealing with illegitimacy, death of parents, and feelings of rejection and isolation. Their actions and reactions depict a struggle to understand their place in the world and to form meaningful familial relationships."
1991,26,Paul and Karla move to St. Catherine's. Bernardo is bitten by Karla’s pet iguana and becomes very upset. This leads to him cutting the iguana’s head off and then barbecuing and eating the body parts.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"April 6, 1991",26,"Paul commits 12th rape, age 14, not like the others, not at night and not stalking at a bus stop",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"June 7, 1991",26,"Karla  invites Jane Doe, age 15, to girl’s night out, Paul and Karla plan to drug and rape her, drug with Helicon sleeping pills, Paul waits to hear that she is unconscious, Paul arrives and they begin raping her while taking turns videotaping",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"June 15-16, 1991",26,"Leslie, age 14, late for curfew, Paul comes up to her and blindfolds her and puts her in the car, Karla tortures and rapes her while videotaping, murdered her, Karla says Paul strangled her, left body in basement until they figured out what to do next, decide to cut her body into pieces with a circular saw and dump her remains in Lake Gibson.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"June 29, 1991",26,Leslie's body is found in Lake Gibson by a man and his wife while canoeing. Paul and Karla get married.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"August 10, 1991",26,"Karla invites Jane Doe to drug and rape her again, in the midst of everything she stops breathing; Karla calls 911, then finds that she is breathing and calls 911 operator to let them know she is alright",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"April 16-19, 1992",27,"Karla and Paul abduct Kristen French, age 15, Karla asks for directions and gets out of the car with a map and Paul comes up behind her w a knife and they force her into the car, torture and rape her for three days. Bernardo rapes and sexually tortures Kristen French in his and Karla’s home. Paul orders Karla to participate and record the events. During these three days Kristen is shown a video tape of Leslie Mahaffy’s rape.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"April 19, 1992",27,"Kristen French is murdered by Bernardo with the use of the same electrical cord used to kill Leslie. The body is left in Karla and Bernardo’s home while the two visit Karla’s parent’s house for dinner. Later that night, Paul disposes of the body in a dumpster in Burlington",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"April 30, 1992",27,Kristen French’s body is discovered,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"May 1, 1992",27,"Van notices the similarities between Paul and the rapist profile, and goes to the police.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 12, 1992",27,"The police question Paul about where he was on the nights of the two kidnappings. DNA samples are taken, but he is not considered high on the list of suspects.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 23, 1992",27,Terri Anderson’s body is found beside a road. It is thought to be linked to the two other murders but no evidence is found to link the death to Paul and Karla.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"December 22, 1992",28,Jane Doe confronts Paul and Karla about being forced to have sex with Paul,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"December 27, 1992",28,"Bernardo beats Karla with a flashlight, causing severe facial bruising.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"January 5-6, 1993",28,"Karla’s parents find her beaten up and take her out of her house, but she goes back to get the videotapes. Paul is arrested and charged with assault, released on recognizance",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"February 1, 1993",28,Police find out that the DNA of the Scarborough Rapist is a match to Paul’s,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"February 8, 1993",28,Paul's father is convicted of sex-related charges in Scarborough.,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"February 9, 1993",28,Metro Toronto Police Detectives interview Karla about the possible involvement that her and Bernardo may have had with the assaults and murders.,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"February 17, 1993",28,Arrested at his home for the rapes and murders,,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
"February 18, 1993",28,Paul is driven back to Scarborough and charged on a number of accounts,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"February 19, 1993",28,"Police try to get warrants based on DNA evidence in Paul’s file, the FBI puts in key circumstances, (1) will continue his actions, (2) commits crimes near his home, (3) 2 serial rapist/murderers in the same area, (4) trophies of hair from the scenes; limited search warrants were granted",,5,"Power and Control. Anderson's actions and reactions indicate a strong desire for power, control, and authority, frequently demonstrated through his obsession with law enforcement roles, aggressive behavior when confronted, and manipulation of situations through false accusations. His violation of boundaries and policy also reflect his disregard for rules and norms, further emphasizing his desire to exert control over his environment."
"February 21, 1993",28,Police find the videotape with Jane Doe,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"February 24, 1993",28,"Karla is arrested, and she agrees to testify against Paul in return for a reduced sentence. Her trial is set for June 28.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"February 25, 1993",28,"Karla’s request for a divorce from Bernardo is officially granted""",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"February 26, 1993",28 or 29,Karla arranges for a plea bargain,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
March 1993,28 or 29,Paul's father sentenced to 9 months in jail and 3 months probation for assaulting a woman,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"March 2, 1993",28 or 29,Karla- 2 counts manslaughter and goes through with a psychological evaluation,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"April 1, 1993",28 or 29,"Karla is living in Brampton with her aunt and uncle Calvin and Patricia Seger, who had disclosed to the police Karla’s confession even though the police can’t use it to prosecute Paul due to hearsay rules, but they can use it as evidence to prosecute Karla for first degree murder. They decide that instead of charging Karla with murder, they would use it in order to push Karla into accepting a plea bargain, which means the police would have a witness in the prosecution of Paul Bernardo for first degree murder",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"April 30, 1993",28 or 29,Police have murder and rape search warrants that expire after 71 days for 57  Bayview Dr. The police are no closer to proving that Paul Bernardo committed the murders of Leslie and Kristen than when they first started the investigation.,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 5, 1993",28 or 29,"Murray Segal and George Walker meet again. Walker knows that the Government is offering Karla a 12 year sentence plea bargain and that Karla has one week to decide to accept it or not. If she doesn’t accept the plea bargain she will be charged with 2 counts of first degree murder, 1 count of second degree murder and other crimes. Walker decides to accept the plea bargain with Karla’s approval and later she decides to accept it also.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 6, 1993",28 or 29,"Paul’s lawyer, Ken Murray, goes to Paul’s house and removes six 8-mm videocassettes. He found them hidden in the ceiling above a bathroom light fixture. Murray is not allowed to view the tapes until May 18th after Paul has been convicted of first degree murder. The tapes Murray finds show the rapes of Tammy Homolka, Leslie Mahaffy, Kristen French and Jane Doe.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 14, 1993",28 or 29,Karla and Crown finalize the plea agreement. Karla begins to give her induced statements to the police,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
