Date,Age,Life Event,Life Event
06-23-1985,48,"The house in Palo Alto, CA, where Virginia and her mother are living, catches fire and the insurance company decides to rebuild it rather than paying a claim.","The house in Palo Alto, CA, where Virginia and her mother are living, catches fire and the insurance company decides to rebuild it rather than paying a claim."
"July, 1985",48,"The house catches on fire again and burns to the ground. The fire inspectors suspect arson but the insurance company pays Virginia and her mother $122,255.","The house catches on fire again and burns to the ground. The fire inspectors suspect arson but the insurance company pays Virginia and her mother $122,255."
"August, 1986",49,"Virginia’s mother, Mary Agnes Hoffman (WF, 74), dies of a heart attack in Chula Vista, California.","Virginia’s mother, Mary Agnes Hoffman (WF, 74), dies of a heart attack in Chula Vista, California."
04-01-1987,50,"Virginia McGinnis took out a $35,000 life insurance policy on Deana Wild.","Virginia McGinnis took out a $35,000 life insurance policy on Deana Wild."
04-02-1987,50,"Last Victim, Deanna Wild (WF, 20), was found dead in Big Sur, California. Police eventually suspect that Virginia and B.J. McGinnis drove Deanna from San Diego and then pushed her over a cliff in Big Sur,","Last Victim, Deanna Wild (WF, 20), was found dead in Big Sur, California. Police eventually suspect that Virginia and B.J. McGinnis drove Deanna from San Diego and then pushed her over a cliff in Big Sur,"
1987,50,Virginia and B.J. get divorced.,Virginia and B.J. get divorced.
1989,52,"Virginia is now living in Pittsburg, California","Virginia is now living in Pittsburg, California"
09-15-1989,52,"Virginia is arrested at her home in Pittsburg, California.","Virginia is arrested at her home in Pittsburg, California."
September 1989,52,Murder charges were filed against McGinnis by San Diego Prosecutor’s Office.,Murder charges were filed against McGinnis by San Diego Prosecutor’s Office.
"November, 1991",54,"Jury selection begins in Virginia’s trial for the murder of Deanna Wild,","Jury selection begins in Virginia’s trial for the murder of Deanna Wild,"
12-01-1991,54,"Accomplice and third husband, Billie Joe McGinnis (WM, 52), dies of AIDS.","Accomplice and third husband, Billie Joe McGinnis (WM, 52), dies of AIDS."
12-03-1991,54,"Virginia McGinnis is held in Las Colinas Jail in Santee, California.","Virginia McGinnis is held in Las Colinas Jail in Santee, California."
01-06-1992,,Jury selection ends and the trial begins.,Jury selection ends and the trial begins.
01-17-1992,,The jurors are flown from San Diego to Monterey to view the crime scene.,The jurors are flown from San Diego to Monterey to view the crime scene.
02-27-1992,55,The jurors begin deliberation,The jurors begin deliberation
03-02-1992,55,"The jury delivers a verdict of, “Guilty of murder in the first degree”.","The jury delivers a verdict of, “Guilty of murder in the first degree”."
03-20-1992,55,Virginia was sentenced to life without parole for the murder ofDeana Hubbard Wild.,Virginia was sentenced to life without parole for the murder ofDeana Hubbard Wild.
