Date,Age,Life Event,Life Event
03/28/1994,59,Ken dies of aneurysm; Sante uses this as an advantage to get what she wants from people.,
,,,
09/04/1996,62,"Syed Bilal Ahmed disappears after having dinner with Sante, to discuss Kens bank accounts.","Syed Bilal Ahmed disappears after having dinner with Sante, to discuss Kens bank accounts."
01/31/1998,63,Sante burns down her Las Vegas house for insurance money.,Sante burns down her Las Vegas house for insurance money.
03/13/1998,63,Sante sends Kenny and other guy to kill David Kazdin because he threatened to expose them for burning the Las Vegas house. He was shot to death and his body was dumped in a dumpster and found by homeless man.,Sante sends Kenny and other guy to kill David Kazdin because he threatened to expose them for burning the Las Vegas house. He was shot to death and his body was dumped in a dumpster and found by homeless man.
June 1998,63,Kenny rents an apartment from Irene Silverman who was a rich widow living in New York City.,Kenny rents an apartment from Irene Silverman who was a rich widow living in New York City.
07/05/1998,63,"Irene Silverman (82) was killed by Sante and Kenny. She was shot in the head by a stun gun to paralyze her, strangled by Kenny, wrapped in garbage bags, and stuffed in a suitcase. Sante and Kenny were arrested for murder of Irene 
Silverman later that day, and the body was never found, though it is probably in NJ.","Irene Silverman (82) was killed by Sante and Kenny. She was shot in the head by a stun gun to paralyze her, strangled by Kenny, wrapped in garbage bags, and stuffed in a suitcase. Sante and Kenny were arrested for murder of Irene 
Silverman later that day, and the body was never found, though it is probably in NJ."
12/16/1998,64,"During the case of Irene Silverman, Sante was indicted for possession of weapons, forged documents, stolen property, robbery, attempted robbery, grand larceny, attempted grand larceny, eavesdropping and second degree murder.","During the case of Irene Silverman, Sante was indicted for possession of weapons, forged documents, stolen property, robbery, attempted robbery, grand larceny, attempted grand larceny, eavesdropping and second degree murder."
03/11/1999,64,Sante has an interview with 60 Minutes to discuss the Irene Silverman case.,Sante has an interview with 60 Minutes to discuss the Irene Silverman case.
August 1999,65,"Charges filed for murder of David Kazdin (64), and the charges were added on to her sentence.","Charges filed for murder of David Kazdin (64), and the charges were added on to her sentence."
02/14/2000,65,Silverman trial begins.,Silverman trial begins.
05/18/2000,65,"Sante and Kenny found guilty of all 118 counts brought against, including the second degree murder of Irene Silverman who kept a notebook of her suspicions of Sante, and Sante’s notebook detailing the crime.","Sante and Kenny found guilty of all 118 counts brought against, including the second degree murder of Irene Silverman who kept a notebook of her suspicions of Sante, and Sante’s notebook detailing the crime."
06/27/2000,65,Sante is sentenced to 120 years in the Bedford Hills Correctional Facility for Women located in New York.,Sante is sentenced to 120 years in the Bedford Hills Correctional Facility for Women located in New York.
05/18/2006,70,Court of Appeal of California affirmed Sante’s conviction in the murder of David Kazdin.,Court of Appeal of California affirmed Sante’s conviction in the murder of David Kazdin.
12/07/2006,71,New York Appeals Court affirms Sante’s conviction for the murder of Irene Silverman.,New York Appeals Court affirms Sante’s conviction for the murder of Irene Silverman.
