Date,Age,Life Event,Life Event
5/02/81,41,Johnsrude’s body was found.  Olson had smashed the boy’s head in with a hammer and tossed him into a ditch.,Johnsrude’s body was found.  Olson had smashed the boy’s head in with a hammer and tossed him into a ditch.
,,,
5/14/81,41,"Olson assaulted a 5-year-old girl, but police did not have enough evidence to charge him.","Olson assaulted a 5-year-old girl, but police did not have enough evidence to charge him."
5/15/81,41,"He married Joan Hale.  She knew he had been in prison, and he began beating her before they married.","He married Joan Hale.  She knew he had been in prison, and he began beating her before they married."
5/19/81,41,Olson killed 16-year-old Sandra Lynn Wolfsteiner.  He smashed her head.,Olson killed 16-year-old Sandra Lynn Wolfsteiner.  He smashed her head.
May 1981,41,He was arrested for impaired driving and for contributing to the juvenile delinquency of a 16-year-old girl.,He was arrested for impaired driving and for contributing to the juvenile delinquency of a 16-year-old girl.
6/21/81,41,Olson killed 13-year-old Ada Court.,Olson killed 13-year-old Ada Court.
7/02/81,41,Olson killed 9-year-old Simon Partington.  He strangled Partington.,Olson killed 9-year-old Simon Partington.  He strangled Partington.
7/07/81,41,He sexually assaulted a 16-year-old girl.,He sexually assaulted a 16-year-old girl.
7/09/81,41,"He killed 15-year-old Judy Kozma.  He raped and strangled her.  He took her address book and called her friends and said, “You’re next.”","He killed 15-year-old Judy Kozma.  He raped and strangled her.  He took her address book and called her friends and said, “You’re next.”"
7/10/81,41,Olson took his wife and son on vacation.,Olson took his wife and son on vacation.
7/15/81,41,Olson’s name was first mentioned at a law enforcement conference.,Olson’s name was first mentioned at a law enforcement conference.
7/23/81,41,"He killed 15-year-old Raymond King, Jr.  Olson staved his head with rocks and dumped his body off a steep, hillside trail.","He killed 15-year-old Raymond King, Jr.  Olson staved his head with rocks and dumped his body off a steep, hillside trail."
7/25/81,41,He killed 18-year-old Sigrun Arnd.  Olson raped her and battered her to death with a hammer.,He killed 18-year-old Sigrun Arnd.  Olson raped her and battered her to death with a hammer.
7/25/81,41,Kozma’s mutilated body was recovered from Lake Weaver.,Kozma’s mutilated body was recovered from Lake Weaver.
7/27/81,41,Olson killed 15-year-old Terri Lynn Carson.  He raped and strangled her.,Olson killed 15-year-old Terri Lynn Carson.  He raped and strangled her.
7/30/81,41,Olson killed 17-year-old Louise Chartrand.  He battered her to death with a hammer and buried her.,Olson killed 17-year-old Louise Chartrand.  He battered her to death with a hammer and buried her.
August 1981,41,Court’s skull and upper jawbone were found.,Court’s skull and upper jawbone were found.
8/12/81,41,"Olson was arrested for attempting to abduct 2 girls, and his interrogation began.","Olson was arrested for attempting to abduct 2 girls, and his interrogation began."
8/18/81,41,"Olson was charged with the first-degree murder of Kozma, which led to his confession of 11 total murders.","Olson was charged with the first-degree murder of Kozma, which led to his confession of 11 total murders."
8/21/81,41,"Olson offered the “cash-for-bodies” deal.  He agreed to reveal the locations of the 11 bodies if his wife and son were paid $10,000 per body.  The authorities agreed to this deal.","Olson offered the “cash-for-bodies” deal.  He agreed to reveal the locations of the 11 bodies if his wife and son were paid $10,000 per body.  The authorities agreed to this deal."
9/17/81,41,The skull and skeletal remains of Daignault were found.,The skull and skeletal remains of Daignault were found.
January 1982,42,Olson pleaded guilty to 11 counts of murder and was given 11 concurrent life sentences.,Olson pleaded guilty to 11 counts of murder and was given 11 concurrent life sentences.
"February-
June 1986",46,Victims’ family members went to court in an effort to get the money that Olson had earned for revealing the locations of the 11 bodies.  They did not receive the money.,Victims’ family members went to court in an effort to get the money that Olson had earned for revealing the locations of the 11 bodies.  They did not receive the money.
8/23/97,57,A jury deliberated for less than 15 minutes and denied Olson parole.,A jury deliberated for less than 15 minutes and denied Olson parole.
7/18/2006,66,Olson was denied parole again.,Olson was denied parole again.
